id,title,release_date,popularity,vote_average,vote_count,genre_ids,original_language
625976,It Feels So Good,2019-08-23,6.9689,6.5,46,18|10749,ja
573730,Made in Abyss: Dawn of the Deep Soul,2020-01-17,6.964,7.8,285,16|12|14|9648,ja
782,Gattaca,1997-07-09,6.9635,7.566,6859,53|878|9648|10749,en
9316,Ong-Bak,2003-01-31,6.9612,7.133,1854,28|80,th
522627,The Gentlemen,2020-01-01,6.9587,7.662,6523,35|80,en
4032,My Girl,1991-11-27,6.9548,7.412,2272,35|18,en
495764,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),2020-02-05,6.9515,6.88,10754,28|80,en
10376,The Legend of 1900,1998-10-28,6.9512,8.243,2428,18|10402,it
1137350,The Phoenician Scheme,2025-05-23,6.9475,6.512,873,35|12|80,en
454983,The Kissing Booth,2018-05-11,6.9462,7.164,7431,10749|35,en
335988,Transformers: The Last Knight,2017-06-16,6.945,6.05,6653,28|12|878,en
12222,Horton Hears a Who!,2008-03-03,6.9443,6.518,3518,16|35|10751|12|14,en
2770,American Pie 2,2001-08-10,6.9402,6.251,5263,35|10749,en
1138194,Heretic,2024-10-31,6.9397,6.979,2580,53|27,en
31439,To Live,1994-05-18,6.9301,8.065,372,18|10749|10752,zh
589761,Chernobyl: Abyss,2021-04-15,6.9294,6.244,561,18|36|28,ru
4922,The Curious Case of Benjamin Button,2008-12-25,6.9242,7.598,13629,18|14|10749,en
49046,All Quiet on the Western Front,2022-10-07,6.9228,7.717,4605,10752|18,de
81390,A Lonely Place to Die,2011-04-09,6.9197,6.2,637,12|28|53|80,en
620249,The Legend of Hei,2019-08-27,6.9146,8.301,449,16|14|28,zh
9360,Anaconda,1997-04-11,6.9121,5.267,2769,12|27|53,en
855,Black Hawk Down,2001-12-28,6.9109,7.393,6301,28|10752|36,en
250658,The Internet's Own Boy: The Story of Aaron Swartz,2014-06-27,6.9084,7.9,457,99|80,en
49049,Dredd,2012-09-07,6.9047,6.86,5479,28|878,en
160642,Doraemon: Nobita and the Island of Miracles – Animal Adventure,2012-03-03,6.9017,6.831,74,10751|16|12|14|35|878,ja
39513,Paul,2011-02-14,6.8999,6.735,6212,12|35|878,en
915935,Anatomy of a Fall,2023-08-23,6.8997,7.524,3235,53|9648|80,fr
11690,Bloodsport,1988-02-26,6.8967,7.0,2114,28|53|18,en
1391074,Busboys,2026-04-17,6.8964,0.0,0,35,en
409387,Sex: A Relationship and Not Marriage,2016-04-19,6.8946,6.6,14,18,ko
138103,The Expendables 3,2014-08-07,6.8942,6.206,5301,28|12|53,en
27582,The Mechanic,2011-01-13,6.8921,6.528,3558,28|53|80,en
13475,Star Trek,2009-05-06,6.8873,7.43,10418,878|28|12,en
419116,Russian Mom,2016-07-28,6.886,5.3,25,18|10749,ko
1421609,Now I Met Her,2026-04-03,6.8826,5.5,2,10751|35|18,zh
565,The Ring,2002-10-18,6.882,6.698,6620,27|9648,en
36669,Die Another Day,2002-11-17,6.8756,6.0,3847,12|28|53,en
972809,The Qing Palace's Secret Affairs 5,2002-01-01,6.8747,0.0,0,18,zh
302946,The Accountant,2016-10-13,6.8741,7.133,7279,80|53|18,en
62211,Monsters University,2013-06-19,6.873,7.046,11250,16|10751,en
10607,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996-01-12,6.8717,7.022,1483,35|80,en
1241983,Train Dreams,2025-11-05,6.8712,7.3,931,18,en
1301994,Nurse Abi,2024-06-21,6.8699,3.5,2,18,tl
1290159,A House of Dynamite,2025-10-02,6.8653,6.389,1194,53,en
10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010-12-02,6.865,6.44,5863,12|10751|14,en
705559,My Mother's Lovers,2020-05-29,6.8645,4.3,9,18,es
7443,Chicken Run,2000-06-23,6.8605,6.8,5375,16|35|10751,en
283366,Miss Peregrine's Home for Peculiar Children,2016-09-28,6.8558,6.838,10440,14|12|18|10751,en
311324,The Great Wall,2016-12-16,6.8554,6.026,5501,28|12|14,en
614934,Elvis,2022-06-22,6.855,7.462,3841,10402|36|18,en
9982,Chicken Little,2005-11-04,6.8538,5.904,4124,16|10751|35,en
50727,The Servant,2010-06-02,6.8536,5.6,40,10749|18|35,ko
10431,War,2007-08-24,6.8528,6.389,2019,28|80|53,en
187,Sin City,2005-04-01,6.8528,7.464,8766,80|53,en
40348,Black Emanuelle,1975-11-27,6.8476,5.0,94,18|10749|12,it
1126166,Flight Risk,2025-01-22,6.845,5.945,1131,28|53,en
1313058,Lest We Forget,2010-05-02,6.8436,0.0,0,,en
2034,Training Day,2001-10-05,6.8428,7.517,6519,28|80|18,en
570670,The Invisible Man,2020-02-26,6.8391,7.092,6203,53|878|27,en
931848,Eve's Flower Petal,1984-07-27,6.8388,5.0,5,10749,ja
5876,The Mist,2007-11-21,6.8387,6.9,5773,27|878|53,en
22894,Legion,2010-01-21,6.835,5.893,2832,28|14|27,en
930094,"Red, White & Royal Blue",2023-07-27,6.8323,7.937,1527,35|10749,en
19994,Jennifer's Body,2009-09-18,6.8265,5.991,4186,27|35,en
2024,The Patriot,2000-06-28,6.8229,7.183,4259,18|36|10752|28,en
776797,The Sadness,2021-01-22,6.822,6.821,1078,27|53,zh
32292,Guinea Pig: Mermaid in the Manhole,1988-07-25,6.8192,5.4,68,27|10749,ja
842924,The Life of Chuck,2025-06-05,6.8162,7.279,1003,14|18,en
49519,The Croods,2013-03-15,6.8159,6.934,7488,16|12|10751|35,en
89492,This Is 40,2012-12-20,6.8158,5.9,2320,35,en
1278,The Dreamers,2003-10-10,6.813,7.179,3062,18|10749,en
215,Saw II,2005-10-28,6.8128,6.607,5819,27,en
1146344,Misdirection,2026-01-13,6.8121,5.8,37,27|53,en
840705,Blink Twice,2024-08-21,6.807,6.677,1854,9648|53,en
99099,Shogun's Joy of Torture,1968-09-28,6.7941,5.6,38,27|18,ja
23823,Wrong Turn 3: Left for Dead,2009-10-08,6.7895,5.696,1260,27|53,en
308266,War Dogs,2016-08-18,6.7879,6.94,5430,35|80|18,en
582,The Lives of Others,2006-03-23,6.7875,8.037,4081,18|53,de
363088,Ant-Man and the Wasp,2018-07-04,6.7825,6.905,14094,28|12|878,en
8277,American Pie Presents: Beta House,2007-12-19,6.7803,5.64,2000,35,en
1380291,Tom Clancy's Jack Ryan: Ghost War,2026-05-20,6.7772,0.0,0,28|53|18,en
1382406,Striking Rescue,2024-12-05,6.7756,7.459,158,28|80|53,zh
664,Twister,1996-05-10,6.7742,6.552,3801,28|12|18,en
459151,The Boss Baby: Family Business,2021-07-01,6.7711,7.333,2674,16|35|12|10751,en
10515,Castle in the Sky,1986-08-02,6.7667,7.972,4646,12|14|16|28|10751,ja
1322752,COLORFUL STAGE! The Movie: A Miku Who Can't Sing,2025-01-17,6.7638,7.7,37,16|10402|18|878,ja
11220,Fallen Angels,1995-09-06,6.7624,7.675,1274,28|10749|80,cn
725201,The Gray Man,2022-07-13,6.7596,6.906,4165,28|53,en
656908,Ramayana,2026-11-08,6.7528,0.0,0,18|14|28,hi
118379,Viva Erotica,1996-11-28,6.7525,6.7,36,35|18,cn
881,A Few Good Men,1992-12-11,6.7508,7.542,4101,18,en
1116201,Iron Lung,2026-01-30,6.75,7.262,128,27|9648|878,en
411088,The Invisible Guest,2017-01-06,6.7494,8.1,4929,18|9648|53,es
1933,The Others,2001-08-02,6.7487,7.618,7100,27|9648|53,en
252407,Me and Him,1988-09-14,6.7461,2.9,11,35,de
278154,Ice Age: Collision Course,2016-06-23,6.7397,6.112,4849,12|16|10751|35|878,en
934758,Molester Diary: A Man Who Kept Stroking Ass 3,1996-01-01,6.7388,5.0,2,,ja
698438,Swapping: Perfect Neighbor,2019-11-04,6.7385,5.8,58,10749,ko
924,Dawn of the Dead,2004-03-19,6.7351,7.052,4425,27|28,en
449443,Den of Thieves,2018-01-18,6.7333,6.864,3361,80|53|28,en
337401,Mulan,2020-09-04,6.7304,6.831,7013,12|14|28,en
1083862,Resident Evil: Death Island,2023-06-22,6.7299,7.3,1093,28|16|878|27,ja
282758,Doctor Who: The Runaway Bride,2006-12-25,6.7292,7.8,246,878,en
15370,The Cat Returns,2002-07-19,6.7286,7.129,2428,12|14|16|18|10751,ja
9358,Final Destination 2,2003-01-31,6.7278,6.3,4769,27|9648,en
770156,Lucy Shimmers and the Prince of Peace,2020-10-19,6.7249,8.369,354,18|10751,en
9444,Anastasia,1997-11-20,6.722,7.607,5587,16|10751|14|12,en
9739,Demolition Man,1993-10-08,6.7209,6.751,4059,80|28|878,en
762975,Purple Hearts,2022-07-29,6.7206,8.049,2847,10749|18,en
34851,Predators,2010-07-07,6.7203,6.295,4561,878|28|53,en
107846,Escape Plan,2013-10-09,6.7184,6.721,5545,28|53,en
974931,Totally Killer,2023-09-28,6.7142,6.794,1088,27|35|878,en
644,A.I. Artificial Intelligence,2001-06-29,6.7121,7.056,6599,18|878|12,en
1155281,Creation of the Gods II: Demon Force,2025-01-29,6.7106,6.3,130,28|14|10752,zh
1114513,Speak No Evil,2024-09-11,6.7097,7.138,2040,27|53,en
64688,21 Jump Street,2012-03-14,6.709,6.9,10937,28|35|80,en
10997,Farewell My Concubine,1993-01-01,6.7087,7.9,671,18,zh
397243,The Autopsy of Jane Doe,2016-12-21,6.7069,6.833,4673,27|9648,en
1396965,Detective Conan: One-Eyed Flashback,2025-04-18,6.7045,7.4,49,16|28|9648|80,ja
90,Beverly Hills Cop,1984-12-05,6.7045,7.203,4554,35|80|28,en
1151334,Eenie Meanie,2025-08-21,6.7044,6.297,303,53|28|35,en
965150,Aftersun,2022-10-21,6.6989,7.684,1796,18,en
184314,Young & Beautiful,2013-08-21,6.6972,6.504,1312,18,fr
9919,How to Lose a Guy in 10 Days,2003-02-07,6.6953,6.862,4425,35|10749,en
930564,Saltburn,2023-11-16,6.6912,6.955,2872,18|35|53,en
1401281,The Testament of Ann Lee,2025-12-25,6.6891,6.518,112,36|18|10402,en
1954,The Butterfly Effect,2004-01-17,6.6815,7.575,8155,878|53,en
2280,Big,1988-06-03,6.6813,7.185,4000,14|18|35,en
1008042,Talk to Me,2023-07-26,6.6751,7.136,3665,27,en
196,Back to the Future Part III,1990-05-25,6.672,7.491,11428,12|35|878,en
762504,Nope,2022-07-20,6.6684,6.822,4808,27|878,en
37797,Whisper of the Heart,1995-07-15,6.6676,8.0,2254,16|18|10751,ja
563,Starship Troopers,1997-11-07,6.6639,7.101,5423,12|28|53|878,en
901362,Trolls Band Together,2023-10-12,6.6637,7.246,973,16|10751|10402|14|35|12,en
11362,The Count of Monte Cristo,2002-01-23,6.659,7.675,1993,12|18|36|28|53,en
938090,Yoon-Yool's Men Affairs,2021-09-07,6.65,10.0,1,18|10749,ko
975,Paths of Glory,1957-10-25,6.645,8.256,3249,10752|18,en
153518,The Angry Birds Movie,2016-05-11,6.6441,6.3,3951,16|12|35|10751,en
634492,Madame Web,2024-02-14,6.641,5.301,2529,28|14,en
509,Notting Hill,1999-05-21,6.6405,7.266,6671,10749|35,en
1226293,Salitan,2024-02-16,6.6391,3.8,6,18|10749,tl
4564,Sex and the City,2008-05-12,6.6379,6.555,2252,35|18|10749,en
1075794,Leo,2023-11-17,6.6373,7.4,1321,16|35|10751,en
9836,Happy Feet,2006-11-16,6.6341,6.221,5428,16|35|10751,en
15804,A Brighter Summer Day,1991-07-27,6.6306,8.3,381,80|18|10749,zh
87827,Life of Pi,2012-11-20,6.6295,7.408,13694,12|18,en
650,Boyz n the Hood,1991-07-12,6.6253,7.617,2220,80|18,en
9872,Explorers,1985-07-12,6.6241,6.3,489,878|12|10751,en
4879,Ten Little Indians,1965-07-31,6.6228,6.246,136,80|9648|53|27,en
435901,About Love,2017-03-23,6.6194,5.4,32,10749|18|53,ru
5915,Into the Wild,2007-09-21,6.6116,7.799,10074,12|18,en
2503,The Bourne Ultimatum,2007-08-03,6.6088,7.436,8293,28|18|9648|53,en
761053,Gabriel's Inferno: Part III,2020-11-19,6.6085,8.354,1078,10749|18,en
610150,Dragon Ball Super: Super Hero,2022-06-11,6.6083,7.879,2992,16|878|28,ja
1232449,Young Hearts,2024-10-26,6.6074,8.4,245,18|10749,nl
424783,Bumblebee,2018-11-22,6.6037,6.72,6572,28|12|878,en
283566,Evangelion: 3.0+1.0 Thrice Upon a Time,2021-03-08,6.6023,8.2,932,16|28|878|18,ja
1445276,A Love Too Captivating,2025-04-06,6.6012,7.0,4,10749|16,ja
59967,Looper,2012-09-26,6.6,6.906,10814,28|53|878,en
1217585,Outbreak,2025-02-20,6.5972,6.232,41,27|9648|53,en
484641,Anna,2019-06-19,6.5968,6.7,2957,28|12|53,en
820525,After Everything,2023-09-13,6.5947,6.881,990,10749|18,en
13053,Bolt,2008-11-21,6.5946,6.538,6453,16|10751|12|35,en
25237,Come and See,1985-10-17,6.5945,8.2,1803,18|10752,ru
1319895,Hostile Takeover,2025-08-08,6.5936,6.9,73,28|35|53,en
9539,Martyrs,2008-06-12,6.5924,7.308,3000,27|18|53,fr
1196656,Sugar Baby,2023-11-24,6.5894,5.0,8,10749,tl
1658604,budują nową żabkę,2026-03-27,6.5893,0.0,0,,pl
1022796,Wish,2023-11-13,6.5883,6.2,1762,16|10751|14|12,en
9532,Final Destination,2000-03-17,6.5882,6.631,6594,27,en
1290792,One Spoon of Chocolate,2026-05-01,6.586,0.0,0,28|18|53,en
406563,Insidious: The Last Key,2018-01-03,6.5857,6.255,3117,27|53,en
420634,Terrifier,2018-01-25,6.5846,6.319,2920,27,en
484718,Coming 2 America,2021-03-04,6.583,6.346,2364,35,en
549509,The Brutalist,2024-12-20,6.5825,6.961,1607,18|36,en
11636,New Police Story,2004-09-23,6.5763,7.132,816,28|53|80|18,cn
1597,Meet the Parents,2000-10-06,6.5754,6.693,6339,35|10749,en
529203,The Croods: A New Age,2020-11-25,6.5711,7.444,4110,16|10751|12|14|35,en
11986,Betty Blue,1986-04-09,6.5707,7.208,459,18|10749,fr
9654,The Italian Job,2003-05-30,6.5705,6.786,5954,28|80,en
791155,Secret Headquarters,2022-08-12,6.5696,6.4,409,28|12|35|878|10751,en
263472,Knock Knock,2015-06-26,6.5684,5.384,3456,27|53,en
795514,The Fallout,2021-03-17,6.568,7.512,1294,18,en
6957,The 40 Year Old Virgin,2005-08-11,6.568,6.419,7159,35|10749,en
8960,Hancock,2008-07-01,6.5657,6.353,10179,14|28,en
8871,How the Grinch Stole Christmas,2000-11-17,6.5634,6.779,8223,10751|35|14,en
13971,Wild Child,2008-08-15,6.5632,6.704,1910,35|18|10749,en
1127110,Diablo,2025-06-13,6.5627,7.3,219,28|53|80,en
884605,No Hard Feelings,2023-06-15,6.5619,6.678,3759,35|10749,en
324849,The Lego Batman Movie,2017-02-08,6.5606,7.237,5361,16|28|35|10751,en
1207162,Rise of the Conqueror,2026-04-09,6.5564,0.0,0,36|28|12|10752,en
1083381,Backrooms,2026-05-27,6.5561,0.0,0,27|9648|878,en
630586,Wrong Turn,2021-01-26,6.5525,5.946,1299,27|53,en
238713,Spy,2015-05-06,6.5525,6.834,6359,28|35|80,en
9702,Bound by Honor,1993-02-05,6.5524,8.138,1505,80|18|53,en
287947,Shazam!,2019-03-29,6.5491,6.979,10140,28|35|14,en
1450527,Forbidden Fruits,2026-03-26,6.5488,7.0,12,27|35,en
13448,Angels & Demons,2009-04-20,6.5468,6.717,7267,53|9648,en
1287536,Dora and the Search for Sol Dorado,2025-07-02,6.5466,6.6,111,10751|35|12,en
9738,Fantastic Four,2005-06-29,6.5421,5.804,9924,28|14|878,en
80794,Daughter of Darkness,1993-10-28,6.542,5.3,27,53|27|35,zh
747,Shaun of the Dead,2004-04-09,6.5405,7.542,9254,27|35,en
10661,You Don't Mess with the Zohan,2008-06-05,6.5402,5.714,4035,35|28,en
10386,The Iron Giant,1999-08-06,6.5386,7.952,6100,16|878|10751|18,en
54989,Love Strange Love,1982-01-11,6.5366,5.8,68,18|36,pt
2668,Sleepy Hollow,1999-11-19,6.5356,7.2,7306,14|53|9648|27,en
337339,The Fate of the Furious,2017-04-12,6.5349,6.9,10761,28|80|53,en
1389149,Accused,2026-02-27,6.5344,5.159,63,53|9648|18,hi
81672,Appassionata,1974-05-22,6.5315,5.589,56,18,it
760741,Beast,2022-08-11,6.5301,6.546,1726,28|12|27|53,en
458723,Us,2019-03-14,6.5293,6.95,8001,27|9648,en
854804,Movida,2020-06-25,6.527,0.0,0,,en
1290879,The Woman in Cabin 10,2025-10-09,6.5268,6.196,962,9648|53|80,en
10802,Showgirls,1995-09-22,6.5237,5.576,1364,18,en
51162,Winnie the Pooh,2011-04-06,6.5213,6.909,941,16|10751|12|35,en
3134,Baise-moi,2000-06-28,6.5151,4.8,482,80|18|53,fr
785084,The Whale,2022-12-09,6.5119,7.775,4617,18,en
290859,Terminator: Dark Fate,2019-10-23,6.5081,6.416,5608,878|28|12|53,en
16320,Serenity,2005-09-25,6.5077,7.36,3829,878|28|12|53,en
1369,Rambo: First Blood Part II,1985-05-21,6.4973,6.659,4281,28|12|53|10752,en
324668,Jason Bourne,2016-07-27,6.4972,6.374,6158,28|12|53,en
1285965,Dangerous Animals,2025-06-05,6.4947,6.433,531,27|53,en
107289,The Tree in a Test Tube,1942-11-19,6.4946,4.9,17,99,en
569547,Black Mirror: Bandersnatch,2018-12-28,6.4904,6.759,4148,878|9648|18|27|10770,en
1185528,Legends of the Condor Heroes: The Gallants,2025-01-29,6.4873,6.853,85,28|18|36,zh
34854,Cat's Eye,1997-08-30,6.4869,3.5,11,28|35,ja
645886,The Unforgivable,2021-11-24,6.4821,7.409,2020,18|80,en
82675,Taken 2,2012-09-27,6.4817,6.363,7058,28|80|53,en
9792,The Hills Have Eyes,2006-03-10,6.4801,6.456,3299,27|53,en
384345,Doraemon: Nobita and the Birth of Japan,2016-03-05,6.478,6.813,72,16|12|14|878|10751,ja
2502,The Bourne Supremacy,2004-07-23,6.4766,7.327,8083,28|18|53,en
989662,A Different Man,2024-08-24,6.474,6.928,425,35|18|53,en
1078600,Marked Men: Rule + Shaw,2025-01-22,6.467,6.638,228,10749|18,en
1233575,Black Bag,2025-03-12,6.4668,6.341,1180,18|9648|53,en
1195506,Novocaine,2025-03-12,6.4649,6.795,1535,28|35|53,en
1052558,iPossessed,2025-01-15,6.4619,6.1,14,27|53,en
28966,Wings,1927-08-12,6.4595,7.215,318,18|28|10752|10749,en
252,Willy Wonka & the Chocolate Factory,1971-06-29,6.4589,7.483,3917,10751|14|35,en
142168,Searching for Debra Winger,2002-07-13,6.4579,6.3,15,99,en
39514,RED,2010-10-13,6.4567,6.706,7103,28|12|35|80|53,en
141337,In Between Loves,1989-10-14,6.4536,3.5,4,35|53|27,cn
41154,Men in Black 3,2012-05-23,6.4514,6.5,10910,28|35|878,en
1549519,Sex Trip,2026-02-20,6.4489,6.0,4,18,tl
14741,The Goodbye Girl,1977-11-27,6.4488,6.9,181,35|18|10749,en
7191,Cloverfield,2008-01-15,6.4437,6.708,7712,28|53|878,en
974262,Descendants: The Rise of Red,2024-07-11,6.4428,6.724,470,14|12|10751|35,en
405774,Bird Box,2018-12-13,6.4425,6.826,10506,27|53|18,en
936245,Hidden Face,2024-11-20,6.4416,5.1,65,9648|53,ko
360920,The Grinch,2018-11-08,6.44,6.868,4411,10751|35|16|14,en
799379,Project Wolf Hunting,2022-09-21,6.4399,6.4,429,28|53|27|80,ko
9390,Jerry Maguire,1996-12-13,6.4386,6.983,3668,35|18|10749,en
1404404,Crayon Shin-chan the Movie: Super Hot! The Spicy Kasukabe Dancers,2025-08-08,6.4381,6.0,5,16|12|35,ja
491584,Burning,2018-05-17,6.4379,7.4,1799,9648|18|53,ko
274857,King Arthur: Legend of the Sword,2017-05-10,6.4355,6.552,6014,28|18|14,en
715756,Dangerous Drugs of Sex,2020-02-14,6.4352,6.386,35,53|18|27,ja
9480,Daredevil,2003-02-14,6.4346,5.292,5421,14|28,en
109428,Evil Dead,2013-04-05,6.4333,6.586,4963,27,en
594767,Shazam! Fury of the Gods,2023-03-15,6.4329,6.426,3601,35|28|14,en
1032823,Trap,2024-07-31,6.4254,6.239,2766,80|27|53,en
10634,Friday,1995-04-26,6.4251,7.138,1988,35|18,en
974635,Hit Man,2024-05-16,6.4242,6.795,1595,35|10749|80,en
8077,Alien³,1992-05-22,6.4238,6.381,6303,878|28|27,en
1534660,Barurot,2025-09-12,6.4235,8.5,2,18,tl
338970,Tomb Raider,2018-03-05,6.4209,6.4,8300,28|12|14,en
22244,Society,1989-05-13,6.4182,6.687,619,35|27|9648,en
1304434,Nobody,2025-08-02,6.4181,7.792,65,16|12|14|35,zh
1357449,Ídolos,2026-01-23,6.4171,6.571,14,18|10749,es
850439,The Damned,2025-01-03,6.4146,5.929,161,27|18|9648,en
76,Before Sunrise,1995-01-27,6.4145,8.0,4625,18|10749,en
16866,Planet 51,2009-11-19,6.4135,5.886,2146,16|10751|35|878|12,en
342473,Ballerina,2016-12-14,6.4122,7.202,1978,16|12|35|10751,en
2675,Signs,2002-08-02,6.4051,6.696,6196,53|878|27,en
423204,Angel Has Fallen,2019-08-21,6.4022,6.596,3840,28|53,en
10775,Infernal Affairs,2002-12-12,6.3953,7.802,1840,18|28|53|80|9648,cn
508642,Gonjiam: Haunted Asylum,2018-03-28,6.3944,7.3,901,27|9648,ko
406,La Haine,1995-05-31,6.39,8.086,4502,18,fr
23483,Kick-Ass,2010-03-26,6.3886,7.123,12308,28|80,en
307344,Shivam,2015-10-02,6.3881,4.667,9,28|35|10749,te
836225,The Exorcism of God,2022-03-11,6.3875,7.1,1147,27|80|18|14,en
1456349,It Was Just an Accident,2025-10-01,6.3846,7.144,517,18|53|80|9648,fr
10995,The Lover,1992-01-22,6.3844,6.98,748,18|10749,fr
14245,Sniper 2,2004-03-26,6.3837,5.532,157,28,en
627,Trainspotting,1996-02-23,6.3836,7.959,10329,18|80,en
10530,Pocahontas,1995-06-16,6.3825,6.911,6039,12|16|10751|10749,en
13808,Strictly Sexual,2008-12-02,6.3808,6.1,75,18|35|10749,en
1592,Primal Fear,1996-04-03,6.3804,7.656,3861,80|18|9648|53,en
376867,Moonlight,2016-10-21,6.3753,7.357,7482,18,en
1410082,Sniper: The Last Stand,2025-01-21,6.3703,6.742,178,28|53,en
323260,The Gigolo,2015-01-29,6.3689,5.4,44,10749|18|35,cn
18764,Twin Dragons,1992-01-15,6.3678,6.742,422,28|35|80,cn
1106289,The Pickup,2025-07-27,6.3676,6.432,455,28|35|80,en
4488,Friday the 13th,1980-05-09,6.3675,6.404,3306,27,en
36955,True Lies,1994-07-15,6.3653,7.091,4517,28|53,en
450465,Glass,2019-01-16,6.3634,6.664,9018,53|18|878,en
1020006,Priscilla,2023-10-27,6.3627,6.716,1063,18|10749,en
13223,Gran Torino,2008-12-12,6.3608,7.989,11475,18,en
36648,Blade: Trinity,2004-12-08,6.3598,5.857,4267,28|27|878,en
3131,Gangs of New York,2002-12-14,6.3507,7.315,7157,18|36|80,en
1381071,Godzilla Minus Zero,2026-11-03,6.3464,0.0,0,878|27|28,ja
369885,Allied,2016-11-23,6.3463,6.803,4772,28|18|10752|10749|53,en
508,Love Actually,2003-09-07,6.346,7.095,7340,35|10749|18,en
290595,The Huntsman: Winter's War,2016-04-06,6.3456,6.283,5012,28|12|18,en
938,For a Few Dollars More,1965-12-18,6.3454,8.017,4390,37,it
1012201,HAIKYU!! The Dumpster Battle,2024-02-16,6.3447,7.7,235,16|35,ja
109414,This Is the End,2013-06-12,6.3422,6.238,6785,28|35,en
11674,101 Dalmatians,1996-11-27,6.3387,5.94,3608,10751|35,en
1624,Liar Liar,1997-03-21,6.3385,6.708,6173,35,en
670435,Female Teacher Diary: Forbidden Sex,1995-09-08,6.3372,4.8,6,10749|18,ja
667,You Only Live Twice,1967-06-13,6.3367,6.587,2455,28|53|12,en
407436,Mowgli: Legend of the Jungle,2018-11-25,6.3363,6.474,2591,12|18,en
348084,Beasts Cage,2008-02-29,6.3361,3.0,2,18,ja
9567,Tears of the Sun,2003-03-07,6.3358,6.889,2586,10752|28|18,en
11619,Flushed Away,2006-10-22,6.3341,6.316,4063,12|16|35|10751,en
8065,21,2008-03-27,6.3311,6.689,4998,18|80,en
9495,The Crow,1994-05-11,6.3302,7.517,4476,14|28|53,en
149870,The Wind Rises,2013-07-20,6.3272,7.795,3335,16|18|36|10749,ja
1253000,Deathstalker,2025-10-10,6.3257,5.897,63,14|28|12,en
554776,An Affair: My Sister-in-law's Love,2018-07-26,6.3242,4.9,9,18|10749,ko
856289,Creation of the Gods I: Kingdom of Storms,2023-07-15,6.3234,7.1,473,28|14|10752,zh
630627,School Teacher,1994-10-07,6.3226,0.0,0,,ja
320288,Dark Phoenix,2019-06-05,6.3226,5.964,7015,878|28|12,en
8292,Four Brothers,2005-08-11,6.322,6.802,2363,28|80,en
479197,Melody Makers,2019-12-17,6.3209,4.8,4,10402|99,en
29259,Le Trou,1960-03-18,6.3206,8.251,564,18|53|80,fr
59940,Zebra Lounge,2001-10-04,6.3183,4.3,44,53,en
10007,See No Evil,2006-05-19,6.316,5.451,698,27|53,en
1104845,Plankton: The Movie,2025-03-08,6.3043,6.7,160,10751|35|12|16|878,en
49797,I Saw the Devil,2010-08-12,6.3029,7.796,2973,53|27,ko
247986,"Girl, Boy, Bakla, Tomboy",2013-12-25,6.3009,7.3,7,35|10751|18,tl
293863,The Age of Adaline,2015-04-16,6.296,7.466,7061,10749|14|18,en
45612,Source Code,2011-03-30,6.2938,7.31,9033,53|878|9648,en
27098,All Things Fair,1995-03-08,6.2893,6.4,167,18|10749|10752,sv
227,The Outsiders,1983-03-25,6.2889,7.192,1530,80|18,en
974950,Emilia Pérez,2024-08-21,6.2873,6.459,1932,18|53,fr
1596335,The AI Doc: Or How I Became an Apocaloptimist,2026-03-27,6.2869,7.2,4,99,en
3082,Modern Times,1936-02-05,6.2852,8.281,4050,35|18|10749,en
467244,The Zone of Interest,2023-12-15,6.284,7.012,2551,18|36,en
10196,The Last Airbender,2010-06-30,6.2832,4.645,4231,28|12|14,en
1555951,Salikmata,2025-10-22,6.277,3.3,3,53,tl
2758,Addams Family Values,1993-11-19,6.2752,6.97,3284,35|10751|14,en
708,The Living Daylights,1987-06-29,6.2721,6.54,2002,28|12|53,en
966,The Magnificent Seven,1960-10-12,6.2708,7.504,1966,37|28|12,en
8247,Jumper,2008-02-13,6.269,6.156,6176,28|12|878,en
1161617,Code 3,2025-09-12,6.2651,7.083,258,35|28|18,en
324852,Despicable Me 3,2017-06-15,6.262,6.466,7598,28|16|35|10751|12,en
877817,Wolfs,2024-09-20,6.2619,6.535,1392,80|35,en
