id,title,release_date,popularity,vote_average,vote_count,genre_ids,original_language
13195,Flawless,2007-09-01,5.3941,6.761,616,80|18|53,en
4547,Panic Room,2002-03-29,5.3941,6.8,5362,80|18|53,en
124157,The Thieves,2012-07-25,5.3931,6.717,330,28|80,ko
9741,Unbreakable,2000-11-22,5.3925,7.143,9862,53|18|9648,en
634,Bridget Jones's Diary,2001-04-13,5.3923,6.7,5456,35|10749|18,en
667520,A Whisker Away,2020-06-18,5.3907,7.877,1479,16|18|10749|14,ja
492104,New Golden Lotus II,1996-03-15,5.39,5.5,8,10749|18,cn
1087040,Money Shot: The Pornhub Story,2023-03-15,5.389,5.801,346,99,en
2043,Along Came a Spider,2001-04-06,5.3888,6.346,2037,80|9648|53|28,en
1995,Lara Croft: Tomb Raider,2001-06-15,5.3875,5.909,6466,12|28|14,en
6466,Freddy vs. Jason,2003-08-15,5.3856,6.082,2807,27,en
783,Gandhi,1982-12-01,5.3854,7.563,2489,18|36,en
899082,Harry Potter 20th Anniversary: Return to Hogwarts,2022-01-01,5.3802,7.311,3506,99,en
1315772,Minions & Monsters,2026-06-24,5.3769,0.0,0,16|10751|35|12|14,en
2907,The Addams Family,1991-11-22,5.376,7.066,5007,35|14,en
164,Breakfast at Tiffany's,1961-10-06,5.3747,7.6,4455,35|10749|18,en
9373,The Texas Chainsaw Massacre,2003-05-21,5.3745,6.302,2870,27,en
249070,Hitman: Agent 47,2015-08-20,5.3742,5.897,3265,28|80|53,en
10991,Pokémon 3: The Movie,2000-07-08,5.3739,6.537,679,12|14|16|28|10751,ja
1200320,Killing Faith,2025-10-03,5.366,5.3,29,53|37,en
6947,The Village,2004-07-30,5.3651,6.481,4541,18|9648|53,en
942,Lethal Weapon 2,1989-07-07,5.3626,7.029,3705,28|53|80,en
7214,Coach Carter,2005-01-14,5.3625,7.572,3245,18|36,en
221731,Rurouni Kenshin Part II: Kyoto Inferno,2014-08-01,5.362,7.569,646,28|12|18|14,ja
6282,Coyote Ugly,2000-07-30,5.3618,6.263,2256,35|18|10402|10749,en
39538,Contagion,2011-09-08,5.3611,6.646,6487,18|53|878,en
263132,Naked Ambition 3D,2014-03-25,5.3603,5.0,48,35,cn
18069,8 Seconds,1994-02-25,5.3601,7.181,108,18|10749|37,en
565770,Blue Beetle,2023-08-16,5.3583,6.636,3058,28|878|12,en
9594,Double Impact,1991-07-31,5.3566,6.201,1191,53|28|80|18,en
250546,Annabelle,2014-10-01,5.356,5.79,6518,27,en
1498,Teenage Mutant Ninja Turtles,1990-03-30,5.3559,6.7,1937,878|28|12|35|10751,en
1445363,EPiC: Elvis Presley in Concert,2026-02-18,5.3553,7.919,43,10402|99,en
299687,The 5th Wave,2016-01-14,5.3542,5.935,5981,878|12|28,en
134764,Due West: Our Sex Journey,2012-09-20,5.3542,6.0,58,35|18|10749,cn
13387,Transporter 3,2008-11-26,5.3525,6.162,3632,28|53|80,en
284552,Lover of the Last Empress,1995-03-17,5.3516,5.7,26,18|36,cn
1100099,We Live in Time,2024-10-10,5.3513,7.224,1245,10749|18,en
127533,Rurouni Kenshin Part I: Origins,2012-08-25,5.3493,7.53,896,12|28|14|10752|36,ja
333371,10 Cloverfield Lane,2016-03-10,5.3489,6.999,8599,53|878|18|27,en
966220,Sniper: The White Raven,2022-05-03,5.3487,7.656,882,10752|28|18,uk
37834,Knight and Day,2010-06-15,5.3487,6.228,4852,28|35,en
539745,Animal Farm,2026-05-01,5.3474,0.0,0,16|35|10751|18,en
15384,Red Cliff II,2009-01-07,5.3469,7.273,487,28|12|18|36|10752,zh
1364,Sex and Lucía,2001-08-24,5.3461,6.7,619,18|10749,es
2057,Original Sin,2001-05-08,5.3446,6.128,892,53|18|9648|10749|36,en
133121,Resident Evil: Damnation,2012-09-25,5.3444,6.9,985,28|16|878|27,ja
2899,Asterix & Obelix: Mission Cleopatra,2002-01-30,5.3437,7.372,3753,10751|14|35|12,fr
1295026,100 METERS,2025-09-19,5.3398,7.782,94,16|18,ja
798286,Beau Is Afraid,2023-04-14,5.3383,6.705,1294,35|12|14,en
399174,Isle of Dogs,2018-03-23,5.3376,7.846,5360,12|35|16,en
16996,17 Again,2009-03-11,5.3364,6.3,5391,35|14|18|10749,en
698,Moonraker,1979-06-26,5.3351,6.182,2197,28|12|53|878,en
14262,Desperate Living,1977-05-27,5.335,6.4,115,35|80,en
46705,Blue Valentine,2010-12-26,5.3349,6.962,3489,18|10749,en
10948,The Fox and the Hound,1981-07-10,5.3349,7.137,3451,12|16|18|10751,en
520023,Bodies Bodies Bodies,2022-08-05,5.3336,6.151,1433,27|35|9648|53,en
16664,All About Lily Chou-Chou,2001-10-06,5.3321,7.433,284,18|80,ja
223702,Sausage Party,2016-07-11,5.332,5.753,7679,12|16|35|14,en
5279,Gosford Park,2001-12-26,5.3319,6.82,1225,18|9648|53,en
1114967,Good Fortune,2025-10-14,5.3299,6.93,575,35|14,en
98567,Chinese Zodiac,2012-12-20,5.3277,6.183,879,28|12,cn
509967,6 Underground,2019-12-10,5.3274,6.334,5127,28|35|53,en
14069,The Girl Who Leapt Through Time,2006-07-15,5.3261,7.781,2223,14|16|18|878,ja
1232569,Pinocchio Unstrung,2026-05-07,5.3242,0.0,0,27|53|14,en
888,The Flintstones,1994-05-27,5.3238,5.369,2601,14|35|10751,en
1275574,O'Romeo,2026-02-13,5.3222,4.9,7,10749|28|18,hi
526896,Morbius,2022-03-30,5.3219,5.918,4767,28|878|14,en
805,Rosemary's Baby,1968-06-12,5.3217,7.819,4333,18|27|53,en
756,Fantasia,1940-11-13,5.3212,7.341,3297,16|10751|14,en
856,Who Framed Roger Rabbit,1988-06-22,5.3209,7.535,6125,14|16|35|80,en
1059007,Agra,2025-11-14,5.3184,5.0,5,18,hi
1791,The Piano Teacher,2001-09-05,5.3182,7.3,1252,18|10749,fr
613,Downfall,2004-09-16,5.3182,7.861,4254,18|36|10752,de
87818,Movie 43,2013-01-24,5.3147,4.647,2483,35,en
201088,Blackhat,2015-01-13,5.3135,5.515,2171,80|53|28,en
11283,Nanny McPhee,2005-10-21,5.3134,6.687,3203,14|35|10751,en
1375,Rocky V,1990-11-16,5.3116,5.773,3438,18,en
1246,Rocky Balboa,2006-12-20,5.3116,6.876,3768,18,en
87825,Trouble with the Curve,2012-09-21,5.3101,6.987,1690,18|10749,en
68730,Silence,2016-12-23,5.31,7.117,3279,18|36,en
1640,Crash,2005-05-06,5.31,7.217,3837,18,en
10947,High School Musical,2006-01-20,5.3087,6.5,4771,35|18|10751|10402|10749|10770,en
710295,Wolf Man,2025-01-15,5.308,6.192,949,27|53,en
2756,The Abyss,1989-08-09,5.3068,7.344,3387,12|53|878,en
31908,Ghosts of Mississippi,1996-12-20,5.3055,6.6,160,18|36,en
508439,Onward,2020-02-29,5.3001,7.642,6529,16|10751|14|12|35,en
19173,Diary of a Nymphomaniac,2008-10-17,5.2994,5.635,360,18|10749,es
371608,The Strangers: Prey at Night,2018-03-07,5.2989,5.7,1485,27|53,en
842675,The Wandering Earth II,2023-01-22,5.2988,7.292,705,878|28|12,zh
605722,Long Distance,2024-07-12,5.2972,6.4,239,878|35|28,en
1009640,Valiant One,2025-01-30,5.2966,6.6,112,10752|53|28,en
193893,Let's Be Cops,2014-08-13,5.2918,6.459,2948,35,en
15165,Barbie as The Princess & the Pauper,2004-09-28,5.2913,7.474,1528,16|10751|35,en
522162,Midway,2019-11-06,5.2905,7.1,2682,28|10752|36,en
1669,The Hunt for Red October,1990-03-02,5.2886,7.381,3587,28|53,en
611291,Bring the Soul: The Movie,2019-08-07,5.2882,8.336,456,10402|99,ko
1122573,In the Grey,2026-05-13,5.2822,0.0,0,28|53,en
1264805,Once We Were Us,2025-12-31,5.2811,7.233,15,10749|18,ko
1353117,Home Sweet Home: Rebirth,2025-03-20,5.281,5.886,132,27|14|53|9648|28,en
9268,Eraser,1996-06-21,5.2805,6.085,1998,28|9648|53,en
4476,Legends of the Fall,1994-12-23,5.2782,7.384,2822,18|37|10749|10752,en
19959,Surrogates,2009-09-24,5.2721,6.14,3403,878|28|53,en
1267905,The Roses,2025-08-27,5.2715,6.7,643,35|18,en
727340,Hunt,2022-08-10,5.2705,6.8,211,28|9648|18,ko
17609,Antichrist,2009-05-20,5.2691,6.628,2815,18|27|53,en
1422227,Aşk Sadece Bir An,2025-02-14,5.2687,6.5,11,10749|18,tr
6978,Big Trouble in Little China,1986-05-30,5.2682,7.2,3294,28|35|14|12,en
718789,Lightyear,2022-06-15,5.2618,6.879,3755,16|878|10751|12,en
1678,Godzilla,1954-11-03,5.2616,7.638,1092,53|27|878,ja
646389,Plane,2023-01-11,5.2575,6.897,2627,28|12|53,en
68734,Argo,2012-10-11,5.2565,7.283,8886,18|53,en
109439,The Hangover Part III,2013-05-23,5.2564,6.207,9174,35,en
758323,The Pope's Exorcist,2023-04-05,5.2529,6.91,3109,27|53,en
1362315,The Hand That Rocks the Cradle,2025-10-16,5.2524,5.712,184,27|53,en
617,Wild Things,1998-03-20,5.2512,6.374,1946,9648|53|18,en
88625,Doraemon: Nobita and the Steel Troops,1986-03-15,5.2464,6.6,35,16|12|10751|14|878,ja
205587,The Judge,2014-10-08,5.2461,7.33,4398,18,en
36728,Naruto Shippuden the Movie: The Will of Fire,2009-08-01,5.2461,7.371,504,28|12|35|18|14|16,ja
1000837,I'm Still Here,2024-09-19,5.2458,7.904,1037,18|36,pt
662723,Danur: The Last Chapter,2026-03-18,5.2446,6.7,3,27|9648|53,id
64530,Chinese Erotic Ghost Story,1998-06-12,5.2437,5.6,14,14,cn
72559,G.I. Joe: Retaliation,2013-03-27,5.2433,5.651,5730,28|878|12|53,en
434355,Taxi 5,2018-01-19,5.2408,5.388,1078,28|35|80,fr
10358,Zack and Miri Make a Porno,2008-09-18,5.2393,6.343,2639,35|10749,en
799766,Better Man,2024-12-06,5.2392,7.621,824,10402|18,en
4550,Lady Vengeance,2005-07-29,5.2365,7.532,1916,18|53,ko
87516,Oldboy,2013-11-14,5.2359,5.919,2105,18|53|9648|28,en
15092,Crank: High Voltage,2009-04-16,5.2352,6.079,3120,28|53|80,en
1149504,Honey Don't!,2025-08-21,5.2336,5.6,359,35|80|9648|53,en
1242937,The Dreadful,2026-02-20,5.233,6.2,60,27,en
239,Some Like It Hot,1959-03-19,5.2329,8.085,3834,35|10749|80,en
13885,Sweeney Todd: The Demon Barber of Fleet Street,2007-12-21,5.2322,7.178,6296,18|27,en
891584,The History of Sound,2025-09-12,5.2302,6.4,81,18|10749|10402,en
3981,What Women Want,2000-12-15,5.2302,6.45,4340,35|10749,en
13811,Knowing,2009-03-19,5.2298,6.24,5739,28|9648|878|53,en
25,Jarhead,2005-11-04,5.2289,6.681,3144,18|10752,en
6522,Life,1999-04-16,5.2288,6.664,856,35|80,en
935,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964-01-29,5.2282,8.123,6111,35|10752,en
435,The Day After Tomorrow,2004-05-26,5.2282,6.552,8770,878|53|12,en
429351,12 Strong,2018-01-18,5.2281,6.356,3169,10752|18|28|36,en
80274,Ender's Game,2013-10-24,5.2279,6.6,6203,878|28|12,en
1391450,"I Fell, It's Fine",2026-04-04,5.2231,0.0,0,10749,tl
1432547,ALL YOU NEED IS KILL,2026-01-09,5.222,6.0,9,16|28|9648|878,ja
533,Wallace & Gromit: The Curse of the Were-Rabbit,2005-09-15,5.2215,7.115,3051,12|16|35|10751,en
404574,Wife Watching,2014-08-02,5.2207,4.5,2,18,ja
112205,The Family,2013-09-13,5.2203,6.364,3091,80|35|28,en
43074,Ghostbusters,2016-07-14,5.2199,5.346,6749,28|14|35,en
319,True Romance,1993-09-09,5.2197,7.536,3024,28|80|10749,en
961268,Ballerina,2023-10-06,5.2191,7.004,679,28|53,ko
1040148,"Ruby Gillman, Teenage Kraken",2023-06-28,5.218,7.2,1097,16|10751|14|35,en
698840,My Blood and Bones in a Flowing Galaxy,2021-04-09,5.2165,7.5,20,18|14|10749,ja
603768,Super Me,2021-04-09,5.2163,7.4,122,12|18|14,zh
13597,Labyrinth,1986-06-27,5.2162,7.275,2707,12|10751|14,en
83389,From Up on Poppy Hill,2011-07-16,5.2161,7.5,1926,16|18,ja
1205656,Hallow Road,2025-04-16,5.2115,6.2,184,9648|53|27,en
1029281,Strange Darling,2024-08-14,5.2081,6.913,878,27|53,en
37686,Super 8,2011-06-09,5.2069,6.773,7018,53|878|9648,en
227973,The Peanuts Movie,2015-11-05,5.2067,6.96,1778,35|16|10751,en
853033,Adultery Alumni Association 2,2019-02-18,5.2065,4.7,41,18|10749,ko
1483546,Book of Joshua: Walls of Jericho,2025-06-03,5.2037,8.0,3,16|12,en
294580,Doctor Who Explained,2013-11-01,5.2034,8.5,2,99|10770,en
606,Out of Africa,1985-12-20,5.2031,7.159,1517,36|10749|18,en
454227,Outlaw King,2018-09-06,5.2024,6.84,1673,28|36|10752,en
35019,Nanny McPhee and the Big Bang,2010-03-26,5.2024,6.313,1937,35|14|10751,en
1904,Memoirs of a Geisha,2005-12-06,5.2019,7.6,3355,18|10749|36,en
11081,Taking Lives,2004-03-19,5.2018,6.376,1730,53,en
104540,Silent Lies,1996-08-29,5.2015,1.0,2,80|18,en
1364608,Anemone,2025-10-02,5.1996,6.13,115,18,en
396371,Molly's Game,2017-12-07,5.199,7.148,3986,18|80,en
9314,Nineteen Eighty-Four,1984-11-09,5.1982,6.783,1630,18|878,en
9408,Surf's Up,2007-06-08,5.1974,6.492,2720,16|35|10751,en
8456,Never Back Down,2008-03-04,5.1967,6.769,2471,18|28,en
181886,Enemy,2014-03-14,5.1935,6.849,6366,53|9648,en
804,Roman Holiday,1953-08-26,5.1928,7.9,2240,10749|35|18,en
1527163,Moda Tharindu,2025-10-10,5.1922,8.0,1,35|10749|14,si
774825,The Ice Age Adventures of Buck Wild,2022-01-28,5.1922,6.564,1809,16|35|10751|12,en
9361,The Last of the Mohicans,1992-08-26,5.192,7.386,3385,28|36|10749|10752,en
1883,Malcolm X,1992-11-18,5.1915,7.549,1878,18|36,en
44912,Green Lantern,2011-06-14,5.1914,5.181,7605,12|28|53|878,en
1323625,Night Patrol,2026-01-16,5.1907,5.1,46,27|9648|28,en
4771,Gone Baby Gone,2007-09-18,5.1905,7.305,4147,80|18|9648,en
1285366,Shape of My Heart,2024-07-06,5.1885,4.0,2,10749,ja
15255,Undisputed II: Last Man Standing,2006-04-11,5.1885,7.4,906,28|80|53|18,en
896536,The Legend of Ochi,2025-04-18,5.1884,6.082,280,10751|14|12,en
264859,Six Swedish Girls in Alps,1983-07-22,5.1876,6.4,61,10749|35,de
396422,Annabelle: Creation,2017-08-03,5.185,6.606,5957,27,en
1629382,Street Flow 3,2026-03-04,5.1829,5.79,50,18,fr
1005331,Carry-On,2024-12-05,5.1823,6.885,2695,53|28,en
1272,Sunshine,2007-04-05,5.1812,6.967,4208,878|53,en
11878,Yojimbo,1961-04-25,5.1807,8.1,1670,18|53,ja
50359,Hop,2011-03-30,5.1799,5.791,1379,16|35|10751,en
15789,A Goofy Movie,1995-04-05,5.1796,7.023,1895,12|35|10749|16|10751,en
395000,Young Mother 4,2016-04-28,5.179,4.2,12,10749,ko
12133,Step Brothers,2008-07-25,5.1773,6.56,3370,35,en
87421,Riddick,2013-09-02,5.1766,6.341,4370,878|28|53,en
44982,13,2010-03-12,5.1752,5.8,891,18|53,en
360776,Female Ninjas Magic Chronicles 3: Sacred Book of Sexual Positions,1993-05-21,5.1745,5.7,5,28,ja
11471,A Better Tomorrow,1986-08-02,5.1745,7.4,606,28|80|18,cn
28764,Detective Conan: The Raven Chaser,2009-04-18,5.1728,7.3,151,16|80|9648|53,ja
960292,My Sole Desire,2023-04-05,5.1696,6.45,101,10749|18,fr
379686,Space Jam: A New Legacy,2021-07-08,5.1673,6.644,4196,10751|35|12|16|878,en
9543,Prince of Persia: The Sands of Time,2010-05-19,5.1671,6.296,7117,12|14|28,en
7326,Juno,2007-12-05,5.165,7.059,7589,35|18|10749,en
1287571,Agak Laen: Menyala Pantiku!,2025-11-27,5.1639,8.571,7,35|80|18|9648,id
1064486,Memoir of a Snail,2024-10-17,5.1633,8.0,753,16|18|35,en
10398,Double Jeopardy,1999-09-24,5.1625,6.621,1463,53|80|9648,en
18857,Crime Story,1993-06-24,5.1611,6.8,202,28|80|53|18,cn
86461,Hanna D: The Girl from Vondel Park,1984-11-02,5.1599,4.091,11,18,it
4587,Mermaids,1990-12-14,5.1596,6.711,579,35|18|10749,en
476299,Ghostland,2018-03-14,5.1586,7.394,2628,27|9648|53,en
7364,Sahara,2005-04-06,5.1571,5.908,1625,28|12|35|18|9648,en
1595507,Vadh 2,2026-02-06,5.1561,4.7,7,80|18|53,hi
1290213,404 Run Run,2024-11-28,5.155,7.8,14,35|27,th
55846,Blitz,2011-05-20,5.1538,6.179,1786,80|28|53,en
116149,Paddington,2014-11-24,5.1537,7.12,4195,35|12|10751,en
1074139,"Flowers in the Mirror, Wind and Moon: The Ghost Returns",1987-01-01,5.153,0.0,0,27,zh
77016,End of Watch,2012-09-20,5.1527,7.35,3591,80|18|53,en
188927,Star Trek Beyond,2016-07-07,5.1521,6.783,7042,28|12|878,en
83542,Cloud Atlas,2012-10-26,5.1515,6.893,7467,18|878,en
161822,Doraemon: Nobita and the Tin Labyrinth,1993-03-06,5.1514,7.1,40,12|16|10751|878|35|14,ja
342878,One Wild Moment,2015-06-24,5.151,5.837,1070,18|10749,fr
424139,Halloween,2018-10-18,5.1506,6.564,5027,27|53,en
829402,Ultraman: Rising,2024-06-14,5.1499,8.053,380,16|878|10751|28,en
34544,The A-Team,2010-06-09,5.149,6.412,4965,28|35|80,en
1263421,Baki Hanma VS Kengan Ashura,2024-06-05,5.1473,7.433,323,16|28|14,ja
8055,The Reader,2008-12-10,5.1444,7.462,3358,18|10749,en
116711,Epic,2013-05-15,5.1433,6.548,2904,16|12|10751|14,en
9433,The Edge,1997-09-06,5.1417,6.845,1297,28|12|18,en
11430,The Lion King 1½,2004-10-28,5.1399,6.6,3131,10751|16|35|12,en
277217,Descendants,2015-07-31,5.139,7.2,2491,10751|12|14|10770|10402,en
2300,Space Jam,1996-11-15,5.1366,6.808,6367,10751|16|878|14|35,en
10860,Steel Magnolias,1989-11-15,5.1345,7.189,717,35|18|10749,en
15371,The Castle of Cagliostro,1979-07-06,5.133,7.507,1130,16|12|35|80,ja
984105,The Mummy Resurrection,2023-01-02,5.1329,6.4,66,27|14,en
12481,The Big Boss,1971-10-23,5.1328,7.061,823,28,zh
1294698,Case 137,2025-11-19,5.1319,7.0,139,80|18,fr
391757,Never Back Down: No Surrender,2016-06-07,5.1318,7.072,507,18|28,en
17903,A Frozen Flower,2008-12-30,5.1313,6.9,156,18,ko
1616400,#SKYKING,2026-03-12,5.1304,5.4,5,99,en
27581,The Other Guys,2010-08-06,5.1287,6.328,4538,35|28,en
619803,The Roundup 2,2022-05-18,5.1271,7.333,416,28|80|53|12,ko
119283,Parker,2013-01-23,5.1262,6.078,3240,28|80,en
1388456,Bar Boys: After School,2025-12-25,5.1258,0.0,0,18,tl
903,Cool Hand Luke,1967-11-01,5.1239,7.741,1597,18|80,en
984,Dirty Harry,1971-12-23,5.1213,7.448,2704,28|80|53,en
567189,Tom Clancy's Without Remorse,2021-04-30,5.1207,6.935,2656,28|53|10752,en
71552,American Reunion,2012-04-04,5.1205,6.302,4677,35,en
60304,Hansel & Gretel: Witch Hunters,2013-01-17,5.1192,6.099,7056,14|27|28,en
1051896,Arcadian,2024-04-12,5.1189,6.039,832,28|27|53,en
9595,Hot Shots!,1991-07-31,5.1178,6.6,2415,28|35|10752,en
58008,Night Nurse,1979-02-07,5.1152,5.1,51,35,it
10044,My Lucky Stars,1985-02-10,5.1151,6.576,238,28|35,cn
49520,The Change-Up,2011-08-05,5.115,6.157,2943,35,en
23398,Alvin and the Chipmunks: The Squeakquel,2009-12-21,5.115,5.655,3111,35|10751|16|14|10402,en
1991,Death Proof,2007-05-22,5.1148,6.841,5581,28|53,en
3049,Ace Ventura: Pet Detective,1994-02-04,5.1146,6.574,6328,35|9648|80,en
338969,The Toxic Avenger Unrated,2025-08-28,5.1141,5.971,354,28|35|878,en
1088615,Anaagarigam,2011-11-26,5.1139,7.0,1,18|10749,ta
3777,Throne of Blood,1957-01-15,5.1134,7.9,973,18|36,ja
231164,Sweet Whip,2013-09-21,5.1118,5.9,30,18|80,ja
1153714,Death of a Unicorn,2025-03-27,5.1113,6.403,786,27|14|35,en
8741,The Thin Red Line,1998-12-23,5.1107,7.445,3259,18|36|10752,en
10719,Elf,2003-11-07,5.1096,6.667,4504,35|10751|14,en
59424,Sonny Boy,2011-01-27,5.1083,6.6,54,18|10749|10752,nl
945729,A Haunting in Venice,2023-09-13,5.1079,6.575,2789,9648|53|80,en
180299,The Raid 2,2014-03-27,5.1079,7.609,2555,28|80|53,id
553512,Burn the Stage: The Movie,2018-11-15,5.1063,8.369,427,10402|99,ko
1041613,Immaculate,2024-03-20,5.106,6.2,1599,27|9648|53,en
11459,Sky High,2005-07-29,5.105,6.259,2441,12|35|10751,en
21542,Love Don't Co$t a Thing,2003-12-12,5.1029,7.562,674,35|18|10751|10749,en
9874,Cobra,1986-05-22,5.1029,6.147,1922,28|80|53,en
109410,42,2013-04-12,5.1022,7.188,1940,18,en
747188,Asteroid City,2023-06-08,5.1013,6.5,2449,35|18,en
63319,Belle épine,2010-11-10,5.0996,5.4,56,18,fr
10975,Operation Condor,1991-02-07,5.0983,7.331,631,28|12|80|53,cn
1443576,Sundays,2025-10-17,5.0967,7.109,115,18,es
903939,Detective Conan: The Bride of Halloween,2022-04-15,5.0952,6.4,109,16|28|80|9648,ja
929204,Wallace & Gromit: Vengeance Most Fowl,2024-12-18,5.0943,7.463,633,10751|35|12|16,en
9614,Happy Gilmore,1996-02-16,5.094,6.672,3300,35,en
9334,The Scorpion King,2002-04-18,5.0926,5.593,3349,28|12|14,en
456740,Hellboy,2019-04-10,5.0901,5.577,3678,14|27|28|12,en
1241921,A Big Bold Beautiful Journey,2025-09-17,5.0896,6.216,361,10749|14|18,en
1069497,Suspicious Married Woman Telekura Report,1996-09-02,5.088,6.0,1,10749|18,ja
703771,Deathstroke: Knights & Dragons - The Movie,2020-08-04,5.0851,6.945,464,16|28|12|878,en
587807,Tom & Jerry,2021-02-10,5.0821,6.733,2563,35|10751|16,en
419680,Daddy's Home 2,2017-11-09,5.0812,6.31,2718,35,en
1542261,Doraemon the Movie: New Nobita and the Castle of the Undersea Devil,2026-02-27,5.0784,8.0,1,16|12|14|10751,ja
17578,The Adventures of Tintin,2011-10-24,5.077,6.919,5766,12|16|9648,en
474412,To Her,2017-07-12,5.0766,7.0,8,18|10749,ko
320956,The Cuckold,2009-08-11,5.0764,3.5,8,18,en
1378,Shortbus,2006-10-04,5.0762,6.26,573,10749|18|35,en
916,Bullitt,1968-10-17,5.0741,7.142,1274,28|80|53,en
324558,X-Rated: The Greatest Adult Movies of All Time,2015-02-06,5.074,6.4,194,99,en
13680,The Game Plan,2007-09-28,5.0738,6.505,2169,35|10751,en
1738,Next,2007-04-25,5.0729,6.121,3228,28|878|53,en
30484,Warrior Queen,1987-01-26,5.0728,3.5,33,28|36|12,en
8845,Under Siege,1992-10-08,5.0723,6.303,1700,28|53,en
136797,Need for Speed,2014-03-12,5.0717,6.433,4664,28|80|18|53,en
848538,Argylle,2024-01-31,5.0714,5.994,1710,28|12|35,en
374856,Detective Conan: The Darkest Nightmare,2016-04-16,5.0711,6.8,118,16|9648|28|80,ja
602223,The Forever Purge,2021-06-30,5.0698,6.881,2654,28|27|53,en
22804,Saw VI,2009-10-22,5.0692,6.291,3477,27|53,en
10340,Lady and the Tramp,1955-06-22,5.067,7.12,5613,16|10751|10749|12|35,en
7299,Equilibrium,2002-12-06,5.0652,7.045,4963,28|878|53,en
6075,Carlito's Way,1993-11-10,5.0647,7.831,3431,80|18|53,en
9277,The Sting,1973-12-25,5.0644,8.016,2931,35|80|18,en
430447,Mary and The Witch's Flower,2017-07-08,5.0596,7.135,890,16|12|10751|14,ja
9312,Mortal Kombat,1995-08-18,5.0576,5.875,2493,28|14,en
132232,Mama,2013-01-17,5.0558,6.289,4383,27,en
2671,Ring,1998-01-31,5.0556,7.1,1632,27|53,ja
1228891,Pegasus 2,2024-02-10,5.0543,7.2,92,18|35|12,zh
39207,Detective Conan: Full Score of Fear,2008-04-19,5.0541,6.9,154,16|28|80|9648,ja
6145,Fracture,2007-04-19,5.0536,7.26,4270,53,en
82881,Tangled Ever After,2012-01-13,5.0524,7.139,1106,16|35|28|10751,en
1139817,Officer Black Belt,2024-09-12,5.0522,7.726,350,28|35|80,ko
32856,Valentine's Day,2010-02-10,5.052,5.92,3149,35|10749,en
758866,Drive My Car,2021-08-18,5.0518,7.441,1477,18,ja
9489,You've Got Mail,1998-12-18,5.0516,6.701,3606,35|10749,en
108450,The Smile of the Fox,1992-05-23,5.0515,5.2,59,53,it
746,The Last Emperor,1987-10-04,5.0509,7.586,1902,18|36,en
94329,The Raid,2012-03-22,5.0506,7.402,3810,28|53|80,id
1421552,Panda Plan: The Magical Tribe,2026-02-17,5.0497,5.8,4,35|28,zh
399460,Yesterday Once More,2016-04-22,5.0492,7.2,15,18|10749,zh
77174,ParaNorman,2012-08-03,5.0482,7.033,2747,10751|16|12|35,en
211672,Minions,2015-06-17,5.0453,6.42,11051,10751|16|12|35,en
293749,HARU,2014-08-27,5.0452,3.5,4,10749|18,ko
7445,Brothers,2009-12-02,5.0441,7.3,3902,18|53|10752,en
15080,Only Yesterday,1991-07-20,5.0439,7.388,1234,16|18|10749,ja
956842,Fly Me to the Moon,2024-07-10,5.0425,6.803,1126,10749|35,en
1319951,40 Acres,2025-07-02,5.0419,6.732,127,28|53|18|878,en
220289,Coherence,2014-04-06,5.041,7.212,3349,53|878,en
10330,Freaky Friday,2003-08-05,5.0408,6.58,4232,10751|14|35|10749,en
305470,Power Rangers,2017-03-23,5.0407,6.25,4600,28|12|878,en
68737,Seventh Son,2014-12-12,5.0405,5.515,2635,12|14,en
1352624,The Mastermind,2025-10-16,5.037,5.823,172,80|18,en
106164,Doraemon: Nobita and the Galaxy Super-express,1996-03-02,5.0361,7.5,54,16|878|28|10751|12|14,ja
37137,The Naked Gun 2½: The Smell of Fear,1991-06-28,5.0352,6.808,2717,35|80,en
399402,Hunter Killer,2018-10-19,5.0342,6.902,2372,28|12|53,en
44865,The Grandmaster,2013-01-10,5.033,6.6,974,28|18|36,zh
203801,The Man from U.N.C.L.E.,2015-08-13,5.0325,7.077,6809,35|28|12,en
21208,Orphan,2009-07-24,5.031,6.99,5611,27|53,en
37707,Splice,2010-06-03,5.0292,5.871,2414,27|878,en
829280,Enola Holmes 2,2022-11-30,5.0287,7.302,1785,12|9648|80,en
847,Willow,1988-05-20,5.0269,7.005,2136,14|12|28,en
9472,DodgeBall: A True Underdog Story,2004-06-18,5.0265,6.364,3787,35,en
84308,"Madrid, 1987",2012-04-13,5.0264,6.521,72,18,es
1273,TMNT,2007-03-23,5.026,6.166,1196,12|16|35|10751,en
1213,The Talented Mr. Ripley,1999-12-25,5.0251,7.199,4110,53|80|18,en
400106,Bright,2017-12-22,5.0248,6.162,5940,14|28|53,en
495925,Doraemon: Nobita's Treasure Island,2018-03-03,5.0237,7.04,100,16|12|14|878|35|10751,ja
622,The Ninth Gate,1999-08-25,5.023,6.5,3308,9648|53|27,en
27576,Salt,2010-07-21,5.0227,6.412,5880,28|9648|53,en
1297763,Batman Ninja vs. Yakuza League,2025-03-17,5.0207,6.7,223,16|28|878,ja
360814,Dangal,2016-12-21,5.0192,7.9,1138,18|10751|35,hi
37958,Immortals,2011-11-10,5.019,6.041,2784,14|28|18,en
